Run,Event,type1,E1,px1,py1,pz1,pt1,eta1,phi1,Q1,type2,E2,px2,py2,pz2,pt2,eta2,phi2,Q2,M
166784,30548955,G,104.0120,-20.5755,2.1022,-101.9350,20.6826,-2.2983,3.0398,1,G,19.9982,16.3392,5.1163,-10.3330,17.1215,-0.5718,0.3035,-1,52.0040
166784,79145316,G,71.3206,-16.4441,40.9286,56.0452,44.1085,1.0604,1.9528,1,G,59.2562,14.5003,-42.8112,38.3174,45.2002,0.7695,-1.2442,-1,90.2147
166895,427157504,G,19.8292,8.1894,6.6658,-16.7835,10.5593,-1.2434,0.6832,-1,G,10.0867,-8.5060,-5.3062,-1.1057,10.0253,-0.1101,-2.5838,1,23.9371
163589,2160443,G,8.5728,-3.6493,6.6992,3.9097,7.6286,0.4924,2.0696,1,G,13.0979,5.5356,-11.8691,-0.1593,13.0965,-0.0122,-1.1344,-1,20.6220
166895,92108308,G,12.5943,-4.7467,-2.4748,11.3996,5.3531,1.5001,-2.6610,-1,G,12.0425,5.5993,3.0543,10.2141,6.3782,1.2497,0.4994,1,11.7795
160957,81092182,G,4.4082,3.8930,-0.7407,1.9280,3.9629,0.4691,-0.1880,-1,G,4.4192,-3.3547,-0.0953,-2.8731,3.3561,-0.7759,-3.1132,1,8.7202
163340,57333727,G,18.4230,3.1717,4.5771,-17.5609,5.5686,-1.8659,0.9648,1,G,10.5071,-2.9079,-3.0901,-9.6116,4.2431,-1.5563,-2.3258,-1,9.8143
165617,147556464,G,5.2147,4.2367,-0.2070,-3.0314,4.2417,-0.6646,-0.0488,-1,G,8.9805,-8.5025,-1.5612,2.4308,8.6447,0.2776,-2.9600,1,13.4097
160957,30842250,G,11.5744,-1.8792,2.3092,-11.1844,2.9772,-2.0339,2.2539,-1,G,15.9210,-7.7362,-6.7944,12.1430,10.2963,1.0027,-2.4209,1,25.3476
160957,26199276,G,10.9189,4.2795,1.2020,-9.9726,4.4451,-1.5475,0.2738,-1,G,6.3025,-5.7754,-1.6193,1.9323,5.9981,0.3168,-2.8682,1,15.1500
163340,56945120,G,13.4348,3.2987,6.3768,-11.3551,7.1102,-1.2391,1.0936,1,G,23.4611,-3.7905,-5.3251,22.5319,6.5363,1.9511,-2.1894,-1,35.1431
167807,1063538357,G,12.4335,-6.3906,4.5618,9.6400,7.8517,1.0336,2.5216,-1,G,8.5480,6.9483,-4.0043,-2.9570,8.0195,-0.3608,-0.5228,1,19.8730
167807,1182534574,G,15.9074,7.7462,-0.4651,-13.8858,7.7601,-1.3453,-0.0600,-1,G,5.4713,-5.2561,1.0720,1.0717,5.3643,0.1985,2.9404,1,16.9199
160957,102650180,G,15.0812,-7.3009,-2.2341,-13.0053,7.6351,-1.3025,-2.8446,1,G,6.1065,-2.6441,-5.4998,-0.1952,6.1024,-0.0320,-2.0189,-1,10.7679
173692,554511064,G,23.8050,-8.1028,-2.7691,22.2114,8.5630,1.6816,-2.8123,1,G,45.5262,35.0512,3.8757,28.7926,35.2648,0.7455,0.1101,-1,38.4444
165617,89172729,G,20.9759,-1.3162,4.1933,20.5100,4.3950,2.2449,1.8749,1,G,12.8176,0.5804,-6.5301,11.0136,6.5559,1.2906,-1.4821,-1,11.9271
166895,91840881,G,9.4704,2.1088,4.1651,-8.2391,4.6685,-1.3332,1.1021,-1,G,12.4366,-4.0977,-5.9745,10.1080,7.1479,1.1351,-2.1717,1,21.6609
166895,127560331,G,8.2787,-4.9834,-0.3301,-6.6016,4.9944,-1.0917,-3.0755,-1,G,4.3342,3.9819,0.4754,-1.6409,4.0102,-0.3985,0.1188,1,9.4932
166784,36917220,G,17.5521,-9.9699,0.7599,-14.4252,9.9988,-1.1625,3.0655,-1,G,14.1034,13.9750,-1.8648,0.3429,14.0988,0.0243,-0.1327,1,28.0445
166895,93390064,G,17.3170,-2.4051,-13.0121,11.1699,13.2325,0.7668,-1.7536,1,G,23.3525,-6.3661,-17.3584,14.2650,18.4889,0.7103,-1.9223,-1,2.7884
173692,520535928,G,13.3021,-1.3119,8.0929,-10.4747,8.1986,-1.0647,1.7315,-1,G,11.5463,-0.5955,9.0168,-7.1867,9.0364,-0.7290,1.6367,1,3.0231
165548,587735433,G,20.9686,-6.6524,-5.9695,18.9680,8.9381,1.4970,-2.4102,1,G,8.9949,4.6249,6.1025,4.7189,7.6570,0.5827,0.9223,-1,18.2379
160957,125861954,G,7.4637,-3.1942,-0.3239,-6.7370,3.2106,-1.4868,-3.0405,-1,G,15.5853,-2.9260,1.5661,-15.2275,3.3188,-2.2283,2.6502,1,3.1330
172952,569692970,G,26.9234,-6.9962,12.1012,-23.0103,13.9780,-1.2732,2.0950,-1,T,6.1118,-1.8114,2.8946,-5.0678,3.4147,-1.1859,2.1300,1,0.7044
166033,485620707,G,9.1284,-5.2702,-1.3790,-7.3239,5.4477,-1.1052,-2.8857,-1,G,6.1188,5.6850,0.7524,2.1313,5.7346,0.3636,0.1316,1,14.3160
166784,33948623,G,51.8993,-43.3755,11.3535,-26.1379,44.8368,-0.5542,2.8856,-1,T,60.5167,43.5302,-11.6506,-40.3936,45.0623,-0.8062,-0.2615,1,90.6134
160957,170740611,G,6.3256,0.3724,-1.7423,-6.0686,1.7816,-1.9396,-1.3602,1,G,7.6041,-2.0831,2.6658,6.8092,3.3831,1.4493,2.2341,-1,13.7734
163233,7688383,G,21.1428,12.1995,-6.0955,16.1562,13.6376,1.0061,-0.4634,1,G,7.8298,5.8930,-1.9004,4.7913,6.1918,0.7121,-0.3120,-1,3.0565
163589,610677,G,27.6603,-3.9249,-11.8653,24.6757,12.4976,1.4321,-1.8902,1,G,7.5621,0.7417,7.5075,-0.5109,7.5440,-0.0677,1.4723,-1,25.0510
173430,202045602,G,20.9607,5.2855,5.9353,-19.3952,7.9476,-1.6249,0.8432,1,T,5.4326,-1.7081,-2.8443,-4.3006,3.3178,-1.0761,-2.1116,-1,10.6191
165617,78010638,G,6.5786,-2.6471,2.9398,-5.2551,3.9560,-1.0957,2.3039,1,T,4.5962,2.7741,2.0774,-3.0170,3.4657,-0.7868,0.6428,-1,5.5908
166895,130383495,G,4.9466,-4.0696,2.6094,1.0427,4.8343,0.2141,2.5714,-1,G,4.3688,3.2852,-2.7509,-0.8461,4.2848,-0.1962,-0.6971,1,9.2792
166895,126945393,G,59.4543,-22.7835,-5.6381,-54.6253,23.4708,-1.5811,-2.8990,-1,T,24.9042,-8.5510,-1.6029,-23.3349,8.7000,-1.7128,-2.9563,1,2.0667
160957,120025763,G,7.1898,-0.4687,4.6453,5.4666,4.6688,0.9972,1.6713,-1,G,8.9974,0.6149,-6.9375,-5.6952,6.9647,-0.7464,-1.4824,1,16.0218
167807,1126176601,G,37.2154,-3.7263,-8.3344,36.0780,9.1295,2.0830,-1.9912,1,G,6.4740,1.9378,6.1220,0.8178,6.4213,0.1270,1.2643,-1,23.2243
165548,602490116,G,9.4181,2.3520,3.3384,-8.4860,4.0838,-1.4780,0.9570,1,G,8.9276,-2.6074,-3.6706,7.7084,4.5024,1.3069,-2.1884,-1,18.3245
163589,13417837,G,9.4692,4.4283,-2.3603,-8.0295,5.0180,-1.2491,-0.4897,-1,G,7.1189,-5.4059,4.3538,1.5774,6.9411,0.2253,2.4636,1,15.1197
167807,1147589353,G,33.6592,5.8256,-31.6273,9.9349,32.1594,0.3042,-1.3886,-1,G,16.7289,3.3109,-15.5443,5.2208,15.8930,0.3229,-1.3609,1,0.7877
166784,25886086,G,12.0410,3.2678,-2.4498,11.3267,4.0841,1.7442,-0.6433,1,G,8.1195,-5.3439,1.9822,5.7817,5.6997,0.8915,2.7864,-1,10.4507
166895,425460750,G,7.6081,4.1640,-0.2042,-6.3633,4.1690,-1.2093,-0.0490,-1,G,10.9568,-4.6466,1.1663,-9.8534,4.7907,-1.4687,2.8957,1,8.9731
160957,179190403,G,8.9608,3.0950,5.5593,-6.3087,6.3628,-0.8753,1.0628,-1,G,3.9419,-0.3607,-3.7143,1.2655,3.7318,0.3329,-1.6676,1,11.4090
172952,561492647,G,20.5411,-19.3879,4.1493,-5.3684,19.8269,-0.2676,2.9308,-1,G,9.7742,-5.3433,6.7755,-4.5897,8.6289,-0.5096,2.2386,1,9.4271
167807,1146977403,G,10.6706,-3.4872,-8.2783,-5.7584,8.9828,-0.6037,-1.9695,-1,G,14.2167,11.8364,-6.4273,-4.5489,13.4689,-0.3316,-0.4975,1,15.0723
165548,774435809,G,20.1148,-4.8801,-7.2355,-18.1225,8.7274,-1.4773,-2.1642,1,G,20.8268,-12.1169,7.2975,15.2863,14.1447,0.9373,2.5995,-1,37.1385
163589,26477501,G,12.6643,3.2759,-6.8038,10.1660,7.5514,1.1063,-1.1221,1,G,5.1790,-3.1263,4.1255,-0.1325,5.1763,-0.0256,2.2193,-1,14.5092
166784,79067436,G,8.8697,4.5354,4.3259,6.2751,6.2677,0.8822,0.7618,-1,G,7.9613,1.1270,6.2715,-4.7717,6.3720,-0.6922,1.3930,1,11.6899
160957,15557851,G,20.3468,8.8742,-3.1387,18.0382,9.4129,1.4056,-0.3399,1,G,9.3102,5.3319,-5.2809,5.5092,7.5045,0.6804,-0.7806,-1,7.2354
165548,604446385,G,5.0501,0.2244,-4.3245,2.5963,4.3303,0.5685,-1.5190,1,G,5.6348,0.2075,4.7482,-3.0250,4.7340,-0.5998,1.5271,-1,10.6591
163589,3436578,G,10.5459,-5.7932,-2.9003,8.3205,6.4787,1.0688,-2.6774,-1,G,13.9845,-10.0339,-2.1067,9.5098,10.2527,0.8292,-2.9346,1,2.8720
173692,527311857,G,19.5869,-5.3911,1.9230,18.7317,5.7238,1.9013,2.7990,1,G,44.8633,-12.1565,1.7013,43.1513,12.2749,1.9699,3.0025,-1,1.8128
167807,1184060647,G,15.1716,7.3160,-0.0801,13.2905,7.3164,1.3584,-0.0110,1,G,22.8854,-17.0805,-5.8418,14.0662,18.0519,0.7164,-2.8121,-1,23.8648
165617,75541644,G,26.9729,3.2761,3.8300,-26.4976,5.0400,-2.3617,0.8632,-1,G,10.6641,-8.2837,-6.6929,-0.5450,10.6497,-0.0512,-2.4620,1,25.5337
163340,59001844,G,14.8612,3.0818,-0.4928,14.5295,3.1210,2.2425,-0.1586,-1,G,17.2916,1.9450,3.0178,16.9145,3.5903,2.2542,0.9983,1,3.6665
166033,456746642,G,9.8660,-3.1214,-0.5764,-9.3408,3.1742,-1.8002,-2.9590,1,G,7.8294,-3.0980,0.3545,-7.1809,3.1182,-1.5714,3.0277,-1,1.1956
167807,1100494649,G,14.0431,-6.2326,0.3971,12.5775,6.2452,1.4499,3.0780,1,G,6.2561,5.6079,0.8565,-2.6355,5.6729,-0.4493,0.1516,-1,17.6423
165617,99596142,G,10.5289,1.1510,-4.0336,9.6567,4.1946,1.5711,-1.2928,1,G,18.2905,-1.7309,12.1695,13.5439,12.2920,0.9516,1.7121,-1,15.0253
166784,33807717,G,5.7448,0.1968,-5.6935,-0.7329,5.6969,-0.1283,-1.5362,1,G,5.7171,-1.7025,5.1340,-1.8489,5.4089,-0.3355,1.8910,-1,11.0512
166033,525381858,G,16.6784,-16.1889,-1.9045,-3.5282,16.3006,-0.2148,-3.0245,1,G,14.2650,-13.5681,-1.5999,-4.1020,13.6621,-0.2959,-3.0242,-1,1.2293
166033,436783726,G,59.3821,-27.8466,-13.8312,50.5914,31.0924,1.2633,-2.6806,-1,G,22.3180,-9.4495,-4.8828,19.6201,10.6365,1.3719,-2.6647,1,2.0116
163589,52443440,G,13.2951,5.3938,2.5618,-11.8782,5.9713,-1.4388,0.4434,1,G,29.4624,-5.7050,-3.3070,-28.7147,6.5942,-2.1773,-2.6163,-1,13.4075
165617,153904118,G,6.9118,3.1227,3.8619,-4.8058,4.9665,-0.8583,0.8908,-1,G,6.6447,-4.0343,-4.9610,1.8039,6.3943,0.2785,-2.2535,1,13.1426
163589,52933677,G,29.1949,7.3598,6.8057,-27.4198,10.0242,-1.7313,0.7463,1,T,6.6650,2.2726,0.3376,-6.2556,2.2975,-1.7269,0.1475,-1,2.8442
173692,582178297,G,13.3459,-4.9497,-6.9131,-10.2865,8.5024,-1.0223,-2.1922,1,G,7.6729,3.1056,5.4646,4.3995,6.2854,0.6526,1.0540,-1,20.0408
166701,682068191,G,4.7149,-0.4736,4.5135,1.2738,4.5383,0.2771,1.6753,-1,G,5.3332,0.7666,-5.1718,1.0471,5.2283,0.1990,-1.4236,1,9.7497
166701,689737650,G,12.0159,1.1387,4.3844,-11.1288,4.5299,-1.6311,1.3167,-1,G,50.7054,4.1320,19.8883,-46.4587,20.3130,-1.5651,1.3659,1,0.8338
166895,140606599,G,9.4308,-8.5732,-2.2215,3.2393,8.8563,0.3581,-2.8880,-1,G,16.6261,-15.0084,-0.4338,7.1397,15.0147,0.4592,-3.1127,1,2.8447
167807,1095814496,G,18.4071,15.0203,-7.5819,7.4641,16.8255,0.4302,-0.4675,1,G,13.4981,11.7499,-4.8219,4.5690,12.7008,0.3524,-0.3894,-1,1.6253
165617,161688348,G,10.3252,-8.2647,0.8061,-6.1354,8.3040,-0.6842,3.0444,-1,G,6.3900,5.0583,-0.7114,3.8378,5.1080,0.6942,-0.1397,1,16.2428
165548,601148034,G,10.3075,-8.4659,2.1846,5.4579,8.7432,0.5895,2.8891,1,T,4.8880,-0.7575,4.1044,2.5419,4.1737,0.5765,1.7533,-1,6.5025
167807,1188056272,G,9.4945,1.4815,3.0856,-8.8554,3.4228,-1.6791,1.1232,-1,G,9.8524,3.8091,4.2319,-8.0400,5.6937,-1.1450,0.8379,1,2.7043
166784,50413773,G,18.2252,-6.8334,-2.7240,16.6743,7.3563,1.5569,-2.7623,1,G,7.1278,5.0035,0.9198,4.9913,5.0873,0.8680,0.1818,-1,12.9140
166784,53859123,G,20.0638,6.8735,10.9774,-15.3231,12.9518,-1.0051,1.0114,1,G,10.5134,9.3008,2.6991,-4.0903,9.6845,-0.4107,0.2824,-1,10.4611
166895,67618239,G,11.3506,-3.1982,0.7521,-10.8642,3.2854,-1.9112,2.9106,-1,G,15.6694,-0.8410,-9.0555,-12.7597,9.0944,-1.1397,-1.6634,1,9.3129
167807,1079292845,G,46.0685,-11.6405,-9.0714,43.6406,14.7578,1.8048,-2.4796,-1,G,20.4848,3.7447,11.9573,16.2054,12.5300,1.0744,1.2673,1,27.8769
173692,548092358,G,17.0014,8.0497,1.2072,-14.9259,8.1397,-1.3667,0.1489,-1,G,6.3620,-6.3507,-0.3356,0.1438,6.3595,0.0226,-3.0888,1,17.9915
163589,5217546,G,10.0590,0.5200,-6.1216,-7.9642,6.1436,-1.0762,-1.4861,-1,G,7.3617,-6.2181,0.4063,-3.9182,6.2314,-0.5934,3.0764,1,9.8567
160957,123124021,G,10.2820,-5.9052,-0.2748,-8.4120,5.9116,-1.1513,-3.0951,-1,G,8.0979,1.0695,7.9263,-1.2629,7.9981,-0.1572,1.4367,1,12.7393
167807,1180150406,G,5.4255,5.2506,0.5047,1.2655,5.2748,0.2377,0.0958,-1,G,8.3176,-7.5523,1.5054,-3.1412,7.7009,-0.3974,2.9449,1,13.2671
165548,253006438,G,17.8202,5.3092,5.7905,15.9948,7.8560,1.4596,0.8287,1,G,8.6920,-4.5838,-5.7274,4.6609,7.3359,0.5989,-2.2457,-1,16.6045
160957,82395616,G,11.9079,-4.6665,4.2907,-10.0797,6.0283,-1.2438,2.3965,-1,G,7.1217,3.2212,-3.2309,5.4674,4.5623,1.0149,-0.7869,1,18.3750
163589,35543858,G,5.0423,3.9127,-0.9965,3.0185,4.0376,0.6912,-0.2494,-1,G,4.4624,-4.1038,0.2276,-1.7348,4.1101,-0.4105,3.0862,1,9.3843
173692,526193083,G,19.0452,-9.8256,5.2615,-15.4429,11.1457,-1.1296,2.6500,-1,G,10.0569,9.2119,-3.0331,2.6593,9.6984,0.2709,-0.3181,1,26.0418
165548,592795866,G,10.3937,-5.7460,4.2186,-7.5634,7.1283,-0.9239,2.5083,1,T,20.1379,8.5729,1.4018,-18.1677,8.6867,-1.4838,0.1621,-1,15.1826
166895,138579556,G,14.0144,-7.3502,-2.5721,11.6513,7.7872,1.1927,-2.8050,1,G,9.0739,7.5700,2.4533,-4.3588,7.9577,-0.5235,0.3134,-1,21.9049
166895,103774917,G,14.4752,-0.9520,5.7953,13.2299,5.8730,1.5512,1.7336,-1,G,10.6167,0.3255,-4.7450,9.4911,4.7561,1.4417,-1.5023,1,10.5766
163589,28364527,G,17.8319,-1.8164,7.8689,-15.8980,8.0758,-1.4295,1.7977,-1,G,28.3734,2.4031,-4.8709,-27.8485,5.4314,-2.3371,-1.1125,1,14.5548
166895,119909480,G,5.0442,2.0027,-3.9714,-2.3769,4.4478,-0.5118,-1.1037,-1,G,5.1033,-2.3456,4.5014,0.5173,5.0759,0.1017,2.0512,1,9.9557
166033,442518544,G,9.9379,1.5397,-4.6917,-8.6237,4.9379,-1.3241,-1.2537,-1,G,4.8789,-2.1267,3.7770,2.2370,4.3346,0.4955,2.0836,1,13.3255
160957,52918598,G,8.6895,-2.0623,-0.9589,-8.3860,2.2743,-2.0159,-2.7064,1,G,18.6572,9.9515,-6.0206,-14.5876,11.6310,-1.0502,-0.5441,-1,10.4452
166895,82241410,G,9.7003,-2.9578,-2.8830,-8.7764,4.1304,-1.4981,-2.3690,-1,G,8.1403,4.3272,4.1446,5.5091,5.9919,0.8232,0.7638,1,17.4398
172952,1142390272,G,10.0363,-1.1745,5.0712,-8.5802,5.2054,-1.2743,1.7984,-1,G,5.3888,2.2989,-4.7161,-1.2253,5.2466,-0.2315,-1.1172,1,11.8489
160957,14360778,G,9.5014,-6.4611,0.2106,-6.9624,6.4646,-0.9348,3.1090,1,G,30.0161,6.9744,-0.3620,-29.1922,6.9837,-2.1375,-0.0519,-1,15.9435
163233,10502970,G,156.5630,-47.3508,-15.6227,148.4110,49.8615,1.8110,-2.8229,-1,G,99.0741,38.8171,8.2231,90.7815,39.6786,1.5655,0.2088,1,89.4973
167807,1162386920,G,25.1440,-1.1639,7.1169,-24.0875,7.2114,-1.9209,1.7329,-1,G,14.4043,1.6914,-6.4738,-12.7555,6.6911,-1.4009,-1.3152,1,14.3518
173430,198640084,G,7.1938,-2.0728,-6.8705,-0.4887,7.1764,-0.0680,-1.8638,-1,G,8.7532,0.0351,6.4604,-5.9050,6.3830,-0.8193,1.5656,1,14.4605
166784,44431935,G,87.1734,29.3966,-39.0572,-72.1773,48.8837,-1.1817,-0.9256,-1,G,67.0186,-17.8413,35.0263,-54.2801,39.3084,-1.1268,2.0419,1,87.3723
160957,97302844,G,9.3008,-5.1267,-6.7883,3.7589,8.5067,0.4286,-2.2176,-1,G,8.1328,4.0742,5.1521,-4.7946,6.5684,-0.6770,0.9017,1,17.2937
163589,41868024,G,15.2899,-5.9932,3.8386,13.5321,7.1170,1.3986,2.5719,1,G,22.0799,-4.0214,-7.9577,20.1993,8.9161,1.5564,-2.0387,-1,11.8925
165617,147450926,G,10.6077,6.5719,-5.9781,5.7951,8.8841,0.6131,-0.7381,-1,G,6.4576,-6.3227,0.0766,-1.3065,6.3231,-0.2052,3.1295,1,15.3683
166033,482379050,G,10.5305,5.0187,-7.8174,-4.9580,9.2897,-0.5112,-1.0001,-1,G,11.8567,-5.2429,8.0379,6.9623,9.5967,0.6734,2.1488,1,22.2951
165617,100764741,G,10.9308,5.5483,-3.7927,-8.6199,6.7207,-1.0678,-0.5996,1,G,34.6823,-18.6489,15.7245,-24.6538,24.3934,-0.8889,2.4411,-1,25.6791
173692,756036752,G,37.5428,8.3922,13.4902,-34.0153,15.8876,-1.5050,1.0143,1,G,18.3144,3.5102,7.1462,-16.4930,7.9618,-1.4752,1.1142,-1,1.1938
173692,555368718,G,13.2056,-0.4773,8.0478,-10.4585,8.0619,-1.0768,1.6300,1,G,8.2152,1.8391,-5.8404,5.4760,6.1231,0.8046,-1.2657,-1,20.6711
163589,46393034,G,7.1250,-3.1109,-0.2653,-6.4036,3.1223,-1.4662,-3.0565,1,G,5.9527,3.8081,2.2854,-3.9622,4.4412,-0.8030,0.5405,-1,7.6818
163340,3729995,G,12.0410,-0.8808,-4.5384,11.1177,4.6231,1.6113,-1.7625,1,G,9.6042,1.7950,3.9120,8.5851,4.3041,1.4412,1.1406,-1,8.8932
163589,38855977,G,11.4497,9.5666,-1.2570,6.1632,9.6488,0.6018,-0.1306,1,G,7.6246,6.3221,-1.8303,3.8478,6.5817,0.5556,-0.2818,-1,1.2768
165617,82581337,G,12.1306,-2.2331,5.4174,-10.6209,5.8596,-1.3565,1.9618,-1,G,5.5143,2.3473,-3.5786,-3.4757,4.2798,-0.7421,-0.9903,1,10.4515
165617,163821175,G,8.0723,-3.7091,-2.7471,6.6217,4.6156,1.1580,-2.5041,-1,G,4.6162,4.0929,2.0555,0.5669,4.5801,0.1235,0.4654,1,10.4258
166895,462507663,G,21.0049,1.7868,-5.1588,20.2827,5.4594,2.0232,-1.2374,-1,G,14.8742,-0.2629,7.4764,12.8556,7.4810,1.3101,1.6059,1,13.4710
166895,432114215,G,14.5691,3.5453,7.4073,-12.0338,8.2120,-1.1754,1.1244,1,G,11.4205,-1.7246,-7.4316,8.4979,7.6291,0.9597,-1.7988,-1,25.6836
165617,175794009,G,12.3158,4.3136,-6.9347,-9.2180,8.1668,-0.9695,-1.0143,-1,G,6.2043,1.7694,-3.3815,-4.8905,3.8164,-1.0671,-1.0887,1,0.7206
163589,45784302,G,16.5648,-2.5516,3.0560,-16.0789,3.9812,-2.1041,2.2665,1,G,10.0583,3.4137,-3.6353,-8.7344,4.9868,-1.3266,-0.8168,-1,9.5922
165617,158801693,G,13.7863,-0.7864,3.0923,13.4116,3.1907,2.1429,1.8198,1,G,5.0355,4.0761,2.6689,1.2677,4.8722,0.2573,0.5797,-1,9.7348
165617,114056639,G,30.6756,-7.6107,-5.3612,-29.2287,9.3094,-1.8617,-2.5279,1,G,13.4095,-7.6748,1.7138,-10.8612,7.8638,-1.1270,2.9219,-1,9.4527
166033,472780348,G,5.7385,-2.1330,4.9558,-1.9518,5.3953,-0.3543,1.9772,-1,G,4.0522,1.6149,-3.6623,0.6230,4.0026,0.1550,-1.1555,1,9.5995
165617,164477312,G,14.9642,7.5102,-0.7687,-12.9198,7.5494,-1.3066,-0.1020,-1,G,5.1710,-4.9191,-0.0550,1.5898,4.9194,0.3178,-3.1304,1,16.4215
167807,1157631647,G,157.0110,33.6182,-30.3533,-150.3360,45.2936,-1.9148,-0.7344,1,G,74.5562,-31.5349,27.0441,-61.9094,41.5432,-1.1893,2.4327,-1,92.5198
163589,51275427,G,8.8276,0.2687,-4.7367,7.4436,4.7443,1.2324,-1.5141,-1,G,4.3749,-0.6128,4.2777,0.6742,4.3213,0.1554,1.7131,1,10.3961
160957,144376472,G,15.8262,7.5070,-7.1346,-11.9666,10.3566,-0.9871,-0.7600,1,G,5.3309,-3.3034,3.9842,1.2731,5.1755,0.2436,2.2631,-1,17.4836
166895,78573361,G,41.0708,-9.1353,-7.0293,39.4200,11.5267,1.9435,-2.4857,-1,G,21.3690,-19.4234,-7.3413,5.0458,20.7645,0.2407,-2.7802,1,29.9902
167807,1094430914,G,17.8404,-0.3894,-3.4596,-17.4971,3.4814,-2.3175,-1.6829,1,G,19.7090,-7.8577,2.4494,-17.9079,8.2306,-1.5196,2.8394,-1,9.3496
163589,37018554,G,14.7841,-1.4530,9.4712,-11.2581,9.5820,-0.9998,1.7230,1,G,6.4789,-0.5341,-3.9259,-5.1252,3.9620,-1.0745,-1.7060,-1,12.2068
173692,525521004,G,18.1289,-3.6860,0.1487,17.7493,3.6890,2.2748,3.1013,1,G,8.6983,2.3572,-4.7480,6.8957,5.3009,1.0790,-1.1100,-1,9.4556
166784,57634895,G,5.2628,-2.7024,3.7247,2.5513,4.6018,0.5293,2.1985,1,G,6.1676,3.1870,-3.0694,-4.2953,4.4247,-0.8605,-0.7666,-1,11.2671
166895,131316195,G,12.0892,5.0975,3.8729,10.2544,6.4019,1.2499,0.6497,1,G,6.1978,-4.8103,-2.8984,-2.6194,5.6161,-0.4510,-2.5993,-1,16.5858
173692,592012397,G,12.3814,-6.9583,1.7186,-10.0953,7.1674,-1.1429,2.8995,1,G,9.8018,8.0186,-0.8145,5.5769,8.0599,0.6460,-0.1012,-1,21.6734
173692,602740631,G,21.7493,1.1500,-10.5937,-18.9597,10.6559,-1.3403,-1.4627,1,G,13.3330,1.4783,-6.3571,-11.6259,6.5267,-1.3413,-1.3423,-1,1.0264
167807,1073756230,G,16.6239,12.6059,-6.6222,8.5779,14.2395,0.5709,-0.4837,-1,T,25.4825,18.3595,-10.7627,14.0158,21.2815,0.6184,-0.5302,1,1.1778
160957,90076095,G,8.2981,-0.2263,2.1544,-8.0096,2.1662,-2.0186,1.6754,1,G,4.2957,3.3784,2.3238,-1.2763,4.1004,-0.3064,0.6025,-1,6.5105
167807,1074730386,G,24.1974,4.1229,10.7341,21.2904,11.4987,1.3752,1.2041,-1,G,13.4828,-5.1141,-4.3229,11.7018,6.6964,1.3247,-2.4398,1,17.0065
160957,65273276,G,8.1753,-2.9752,0.3918,-7.6039,3.0009,-1.6598,3.0107,-1,G,23.8345,-4.8681,6.8270,22.3107,8.3849,1.7053,2.1902,1,26.3574
163589,20803850,G,11.9927,7.6539,-2.8356,-8.7858,8.1623,-0.9344,-0.3548,1,G,20.4852,-11.3873,4.3356,16.4670,12.1848,1.1094,2.7778,-1,31.2989
166784,13780466,G,10.4244,1.6301,4.1567,-9.4192,4.4649,-1.4916,1.1971,-1,G,5.5816,-2.2106,-4.0348,3.1587,4.6007,0.6416,-2.0720,1,14.7189
166784,16547516,G,10.7439,2.3330,4.7198,9.3649,5.2649,1.3401,1.1117,-1,G,5.2474,-2.6877,-3.5756,2.7415,4.4731,0.5798,-2.2154,1,10.3790
166895,67196737,G,8.7643,3.5156,-3.5070,-7.2211,4.9592,-1.1692,-0.7842,1,G,5.3046,-2.9455,3.8755,2.1053,4.8678,0.4200,2.2207,-1,13.0883
163233,4236011,G,4.1772,-3.9205,-0.3105,1.4042,3.9328,0.3499,-3.0626,-1,G,10.3097,-9.6513,0.4511,3.5955,9.6618,0.3640,3.0949,1,0.8136
166033,514033206,G,29.5419,7.5594,-2.8945,-28.4111,8.0946,-1.9684,-0.3657,-1,G,22.2440,-17.2442,8.5162,-11.1756,19.2325,-0.5525,2.6829,1,31.4527
160957,83255195,G,18.6125,-7.2071,-12.9939,-11.2085,14.8588,-0.6966,-2.0772,-1,G,7.0363,4.6587,5.0072,-1.6501,6.8392,-0.2390,0.8214,1,20.5483
160957,200943320,G,12.5533,3.6629,5.2566,10.7947,6.4069,1.2931,0.9622,1,G,9.8278,-2.1904,7.8998,5.4195,8.1978,0.6205,1.8413,-1,7.9219
167807,1061178449,G,55.9101,0.1023,-51.1780,-22.5105,51.1781,-0.4268,-1.5688,1,G,49.0084,14.7491,43.8378,-16.2027,46.2524,-0.3435,1.2463,-1,96.0975
166895,137917549,G,16.4689,13.9684,4.3798,7.5441,14.6390,0.4949,0.3038,1,G,11.1162,9.2205,2.3685,5.7386,9.4155,0.5712,0.2513,-1,1.1143
165617,149434629,G,11.6698,3.8455,2.7229,10.6757,4.7119,1.5565,0.6161,-1,G,10.5982,-3.9295,-2.4280,9.5381,4.6191,1.4723,-2.5881,1,9.3367
166895,84249861,G,57.7341,-13.7733,-4.0451,-55.9209,14.3550,-2.0691,-2.8559,1,G,8.7203,-4.2301,-7.3606,1.9900,8.4895,0.2323,-2.0924,-1,32.4566
166895,55993143,G,165.9260,-54.4281,-40.4976,151.4230,67.8415,1.5428,-2.5019,-1,G,81.0904,34.1874,2.5786,73.4861,34.2846,1.5060,0.0753,1,92.6575
