Run,Event,type1,E1,px1,py1,pz1,pt1,eta1,phi1,Q1,type2,E2,px2,py2,pz2,pt2,eta2,phi2,Q2,M
163589,35759064,G,15.1898,5.0325,-5.4189,-13.2675,7.3953,-1.3476,-0.8224,1,G,9.0221,-3.5273,2.3565,-7.9619,4.2421,-1.3872,2.5526,-1,11.1303
173430,203825411,G,19.6376,-3.5295,-8.4579,17.3676,9.1648,1.3957,-1.9661,1,G,39.0146,-5.8768,-18.8719,33.6369,19.7657,1.3017,-1.8727,-1,1.7976
166033,461046956,G,7.3974,-1.0231,-4.9549,-5.3956,5.0595,-0.9276,-1.7744,1,G,7.3639,2.0175,-5.1301,-4.8812,5.5126,-0.7980,-1.1961,-1,3.0958
166033,481063450,G,60.0720,-33.0986,-8.8790,49.3385,34.2688,1.1609,-2.8795,1,G,44.2636,39.4621,19.7729,-3.3212,44.1387,-0.0752,0.4645,-1,92.7856
165548,602332798,G,66.6909,-7.9966,-19.2007,-63.3645,20.7993,-1.8330,-1.9654,-1,G,16.5071,15.2754,6.1491,-1.1504,16.4666,-0.0698,0.3827,1,50.3627
160957,22177561,G,8.1064,-2.6656,-3.4133,-6.8518,4.3308,-1.2395,-2.2338,-1,G,7.1357,-3.9072,-2.2407,-5.5335,4.5041,-1.0341,-2.6209,1,1.9383
160957,143538698,G,10.9524,4.4087,5.3746,-8.4630,6.9515,-1.0271,0.8838,1,G,15.0452,-2.1212,-8.6427,-12.1306,8.8992,-1.1163,-1.8115,-1,15.3581
165548,588059841,G,17.5891,-5.4069,4.2848,16.1793,6.8989,1.5882,2.4715,-1,G,9.3898,6.3518,-6.6872,1.7589,9.2230,0.1896,-0.8111,1,19.9855
160957,80090755,G,101.0290,-11.1556,19.3956,98.5200,22.3749,2.1881,2.0928,1,T,4.5544,-0.4560,1.3915,4.3113,1.4643,1.8007,1.8875,-1,2.5741
160957,103558222,G,4.4667,4.0301,0.8746,1.7128,4.1239,0.4042,0.2137,-1,G,6.3398,-5.4007,-1.3259,3.0423,5.5111,0.5231,-2.9007,1,9.5961
166701,685704809,G,12.6532,0.6973,5.3672,-11.4368,5.4123,-1.4931,1.4416,-1,G,6.4018,0.9058,-5.5569,3.0451,5.6302,0.5174,-1.4092,1,17.0314
167807,1071120854,G,9.3625,8.0061,3.7374,3.0949,8.8355,0.3435,0.4368,-1,G,14.6114,4.0539,13.8072,2.5315,14.3900,0.1750,1.2852,1,9.4779
165617,99086584,G,40.9164,-5.4197,18.4842,-36.0985,19.2624,-1.3858,1.8560,1,G,21.3730,-3.1726,9.5965,-18.8318,10.1073,-1.3807,1.8901,-1,0.5298
165548,580542296,G,41.7073,13.2812,19.7280,-34.2623,23.7820,-1.1614,0.9783,-1,G,8.5546,2.9255,4.3195,-6.7789,5.2169,-1.0781,0.9755,1,0.9705
173692,527275203,G,11.3891,-2.2260,7.3839,8.3799,7.7122,0.9413,1.8636,1,G,9.3797,3.6533,-7.6189,4.0711,8.4495,0.4649,-1.1237,-1,16.5597
165617,137130608,G,8.2900,-3.0866,3.1047,7.0389,4.3780,1.2531,2.3533,-1,G,7.5051,4.9641,-4.6050,3.2354,6.7711,0.4613,-0.7479,1,11.7537
166033,498393980,G,36.0615,-5.0546,11.6779,-33.7416,12.7249,-1.7021,1.9793,-1,G,12.1728,-5.6464,-9.1945,-5.6343,10.3995,-0.5008,-2.1209,1,25.6009
163589,40807609,G,14.1956,-5.3743,0.6750,13.1212,5.4165,1.6180,3.0166,-1,G,5.0361,4.2941,-2.0370,1.6621,4.7528,0.3429,-0.4429,1,12.1775
172952,1142486062,G,17.0729,5.5538,-5.3167,-15.2435,7.6884,-1.4359,-0.7636,1,G,17.7257,5.2337,-5.1077,-16.1464,7.4901,-1.5333,-0.7724,-1,0.7616
165617,160239468,G,6.7505,-5.7545,3.2224,-1.4354,6.5953,-0.2160,2.6311,1,G,6.4687,4.8304,-4.2332,-0.7613,6.4228,-0.1183,-0.7196,-1,12.9633
172952,1146010297,G,14.0817,8.0275,-4.9086,-10.4760,9.4093,-0.9593,-0.5488,1,G,11.1487,-8.1388,2.3828,-7.2364,8.4804,-0.7738,2.8568,-1,17.7891
165617,124884642,G,11.5639,-0.4609,-3.3841,-11.0476,3.4153,-1.8902,-1.7062,1,G,6.1703,2.1277,5.3096,2.3114,5.7200,0.3938,1.1897,-1,15.2215
165548,591711075,G,18.8630,-0.7820,-4.0422,18.4079,4.1171,2.2031,-1.7619,1,G,10.6240,-2.1765,-3.7259,9.7076,4.3150,1.5500,-2.0995,-1,3.1468
165617,112354400,G,11.5156,4.5472,-0.3956,10.5719,4.5644,1.5767,-0.0868,-1,G,4.9077,-4.7627,-0.7070,-0.9440,4.8149,-0.1948,-2.9942,1,13.2577
160957,96388064,G,27.2783,3.5738,13.6538,23.3430,14.1138,1.2772,1.3148,-1,G,10.5234,-3.8118,-5.8693,7.8583,6.9984,0.9656,-2.1468,1,19.8694
163589,26682910,G,15.7614,5.1920,-3.2709,-14.5174,6.1364,-1.5962,-0.5622,-1,G,9.0063,-4.6959,1.8018,7.4703,5.0297,1.1865,2.7752,1,23.6934
165617,100320358,G,12.8946,0.4226,5.1005,11.8349,5.1180,1.5752,1.4881,-1,G,11.4894,-1.2950,-10.1017,5.3174,10.0842,0.5008,-1.6981,1,16.5712
166895,176272077,G,14.4895,10.6862,-4.1912,-8.8415,11.4787,-0.7093,-0.3738,-1,G,6.6150,-1.3290,-4.8436,-4.3036,5.0226,-0.7764,-1.8386,1,10.1695
166784,77946238,G,12.3759,-2.8698,-7.4967,-9.4189,8.0272,-0.9988,-1.9364,1,G,8.0961,3.8202,5.7606,-4.2140,6.9122,-0.5771,0.9852,-1,15.1437
163589,51368931,G,14.8018,1.0813,-7.1487,-12.9155,7.2301,-1.3438,-1.4207,1,G,14.0105,0.2625,-4.7804,-13.1667,4.7876,-1.7363,-1.5159,-1,2.4002
166784,50690166,G,11.5481,4.7310,3.1721,10.0450,5.6960,1.3326,0.5906,-1,G,8.3108,-2.8799,-2.8595,7.2518,4.0584,1.3440,-2.3597,1,9.5746
167807,1075057540,G,137.4640,17.7814,-40.8644,-130.0390,44.5654,-1.7922,-1.1604,-1,G,97.3293,-14.6931,40.2334,-87.3977,42.8323,-1.4616,1.9209,1,88.5381
166895,79492216,G,14.3896,1.7841,-3.7605,13.7740,4.1623,1.9120,-1.1278,-1,G,5.9265,-2.3728,4.4191,3.1550,5.0159,0.5935,2.0636,1,11.1970
166784,37093311,G,10.9244,-4.1204,-0.5117,10.1040,4.1521,1.6222,-3.0180,-1,G,5.6756,5.4207,1.3754,-0.9622,5.5925,-0.1712,0.2485,1,13.7677
173692,576619616,G,10.8002,6.2116,0.7062,8.8063,6.2516,1.1430,0.1132,1,G,10.1233,2.4411,8.4254,5.0521,8.7719,0.5481,1.2888,-1,9.3532
163589,43466024,G,12.2061,5.9155,-1.5679,10.5606,6.1197,1.3137,-0.2591,1,G,19.2833,9.3558,-3.7466,16.4398,10.0781,1.2654,-0.3809,-1,1.0512
167807,1054643912,G,6.4209,-3.9710,-4.3054,-2.6289,5.8571,-0.4350,-2.3158,-1,G,9.1140,4.4854,5.1025,6.0745,6.7937,0.8045,0.8497,1,15.1182
166895,335997393,G,14.2875,5.7701,8.1617,-10.2086,9.9953,-0.8964,0.9554,1,G,10.8881,-6.3599,-7.3943,4.8390,9.7532,0.4778,-2.2811,-1,24.5773
160957,109919612,G,14.9406,5.5607,2.3514,13.6660,6.0375,1.5556,0.4001,1,G,5.8556,-1.9431,-2.3150,5.0142,3.0224,1.2798,-2.2691,-1,8.3931
160957,7654145,G,11.6817,-6.5497,-0.0929,-9.6719,6.5504,-1.1817,-3.1274,-1,G,6.5939,5.7772,-0.6373,3.1122,5.8123,0.5127,-0.1099,1,17.0247
163589,6921997,G,8.6347,1.8995,-4.3120,-7.2350,4.7119,-1.2143,-1.1559,1,G,12.7299,-1.6635,4.8893,-11.6347,5.1645,-1.5513,1.8987,-1,9.9995
165548,252262944,G,6.7890,5.3137,1.9769,-3.7331,5.6695,-0.6183,0.3562,1,G,9.6868,6.7620,3.9698,-5.6868,7.8412,-0.6732,0.5309,-1,1.2383
165548,254331922,G,9.5464,-2.4169,-1.9806,9.0199,3.1248,1.7819,-2.4551,1,T,11.6900,-2.7288,0.7874,11.3392,2.8401,2.0929,2.8607,-1,2.9306
165548,580374626,G,12.1027,-0.1513,-4.1824,-11.3556,4.1852,-1.7237,-1.6070,-1,G,4.5858,-0.3527,4.5398,0.5336,4.5534,0.1169,1.6483,1,12.6890
166895,125700557,G,20.5581,-0.8783,-5.7494,19.7180,5.8161,1.9351,-1.7224,1,G,13.3976,-0.4939,5.6550,12.1351,5.6765,1.5036,1.6579,-1,11.6824
166784,36288028,G,10.1737,1.3122,5.0258,8.7472,5.1942,1.2927,1.3154,1,G,7.0963,0.0898,-7.0509,0.7893,7.0514,0.1117,-1.5581,-1,14.1860
163589,4331895,G,5.3067,-2.7983,-3.7901,-2.4401,4.7112,-0.4972,-2.2068,1,G,13.7234,-9.5096,-7.7107,-6.1993,12.2429,-0.4869,-2.4603,-1,1.9360
166033,439871364,G,11.0121,-3.0517,-4.8451,9.4057,5.7261,1.2713,-2.1329,1,G,7.2165,3.1273,4.6633,-4.5322,5.6148,-0.7383,0.9801,-1,17.5640
173692,606709362,G,11.4654,6.0072,8.8500,-4.1274,10.6963,-0.3769,0.9745,1,G,4.7584,3.5877,-0.0423,3.1238,3.5879,0.7869,-0.0118,-1,9.6212
165617,106392652,G,28.5153,4.6556,15.8089,23.2705,16.4802,1.1450,1.2844,1,G,13.2076,-0.1450,-10.1046,-8.5032,10.1056,-0.7647,-1.5851,-1,38.3386
166033,441595394,G,16.7875,-2.8082,-4.3893,15.9580,5.2108,1.8380,-2.1399,1,G,9.6045,3.0528,3.5142,8.4003,4.6550,1.3527,0.8555,-1,10.1184
173692,600196253,G,15.9855,-8.6486,-4.0313,-12.8247,9.5421,-1.1050,-2.7054,1,G,18.7289,-12.2311,-5.3452,-13.1373,13.3481,-0.8702,-2.7296,-1,2.6788
166895,88194778,G,5.7593,4.1175,1.5048,-3.7336,4.3839,-0.7725,0.3504,-1,G,7.3820,-6.2939,2.5020,2.9341,6.7730,0.4207,2.7632,1,12.2989
160957,16977484,G,11.8293,-8.3263,-7.1201,4.4607,10.9555,0.3967,-2.4341,1,G,6.6023,-4.7912,-4.1796,1.7762,6.3580,0.2758,-2.4243,-1,1.0361
160957,49146544,G,9.9410,0.3981,6.5504,-7.4663,6.5625,-0.9755,1.5101,1,G,11.7116,1.4503,9.7262,-6.3600,9.8337,-0.6085,1.4228,-1,3.0539
166895,122625271,G,18.5149,13.6472,2.2977,12.2991,13.8393,0.8004,0.1668,-1,G,24.7598,-16.7055,-3.0531,-18.0178,16.9822,-0.9238,-2.9608,1,42.7794
163589,26258338,G,10.1516,5.8574,-0.7886,-8.2530,5.9102,-1.1359,-0.1338,1,T,5.4356,-3.7678,-0.4184,-3.8940,3.7909,-0.9005,-3.0310,-1,9.4650
166701,674683058,G,12.9329,10.3304,6.4431,4.3609,12.1750,0.3509,0.5577,1,G,14.6968,12.6802,5.4425,5.0572,13.6687,0.3587,0.4053,-1,1.9852
163340,5943445,G,8.1882,-7.5084,-0.6902,-3.1909,7.5401,-0.4115,-3.0499,-1,G,6.8681,2.4555,5.9121,-2.4853,6.4017,-0.3791,1.1771,1,11.9025
166895,103803519,G,12.6621,-6.4516,1.5744,-10.7804,6.6409,-1.2613,2.9022,-1,G,14.5155,-8.0903,-1.4264,-11.9667,8.2151,-1.1705,-2.9671,1,3.1156
166895,426983871,G,21.1664,12.7173,-0.5718,-16.9100,12.7302,-1.0956,-0.0449,1,G,45.3754,11.6172,5.7835,43.4800,12.9772,1.9238,0.4619,-1,55.7003
160957,89931294,G,17.5971,-4.4842,-13.3524,-10.5477,13.9852,-0.6922,-1.8947,1,G,5.5652,-1.6008,-3.9371,-3.5913,4.2500,-0.7674,-1.9570,-1,0.7944
166784,22408067,G,6.2733,-0.0553,-5.3212,3.3205,5.3215,0.5893,-1.5812,1,G,5.2594,0.3990,5.2282,-0.3967,5.2434,-0.0756,1.4946,-1,11.1503
166895,112175819,G,18.9243,-2.1866,-5.4287,17.9963,5.8526,1.8419,-1.9537,1,G,9.2419,1.4083,5.3497,7.4027,5.5319,1.1015,1.3134,-1,12.1498
160957,183547511,G,25.1267,-0.8031,-6.5142,24.2540,6.5636,2.0180,-1.6935,-1,G,9.7918,-0.1477,5.8910,7.8194,5.8928,1.0948,1.5959,1,13.7587
166895,96656912,G,10.8393,1.8493,3.0336,10.2400,3.5528,1.7805,1.0233,1,G,13.9516,2.4649,5.9866,12.3580,6.4741,1.4021,1.1802,-1,1.9858
163340,59673136,G,12.0233,2.6224,-3.0456,-11.3312,4.0253,-1.7598,-0.8601,-1,G,11.0560,-2.8579,-0.4831,10.6688,2.8985,2.0142,-2.9741,1,22.7971
166784,44517563,G,8.1588,-4.8454,0.1326,6.5620,4.8472,1.1108,3.1142,-1,G,6.0396,5.5642,1.5435,1.7670,5.7743,0.3014,0.2706,1,11.3533
173692,580094883,G,16.1079,6.7374,-11.5818,-8.9399,13.3989,-0.6256,-1.0439,1,G,10.2450,3.4577,-7.5745,-5.9681,8.3264,-0.6664,-1.1425,-1,1.1475
165617,126687111,G,20.1836,-8.3440,2.4520,-18.2135,8.4509,-1.4851,2.8552,-1,G,16.8002,4.7787,-1.1557,16.0643,4.9164,1.8998,-0.2373,1,36.7258
166033,493865280,G,74.0554,40.7121,-6.2885,61.5399,41.1949,1.1914,-0.1533,-1,G,41.5483,-39.0866,1.4871,14.0098,39.1149,0.3509,3.1036,1,87.3541
167807,1188168013,G,7.0646,1.6031,-6.2627,-2.8470,6.4646,-0.4273,-1.3202,-1,G,9.3495,-0.1199,6.7851,-6.4304,6.7862,-0.8438,1.5885,1,13.4491
163233,1552804,G,33.5199,8.9137,-15.9858,-28.0815,18.3030,-1.2136,-1.0621,-1,G,20.6988,-5.6590,9.2843,-17.6127,10.8730,-1.2595,2.1182,1,28.2170
166895,69572918,G,22.9005,2.5748,-8.3402,-21.1715,8.7286,-1.6192,-1.2714,-1,G,46.2576,-18.5358,-5.8708,-41.9727,19.4433,-1.5125,-2.8349,1,18.4102
160957,10059146,G,41.8885,-24.9467,4.3338,33.3694,25.3204,1.0893,2.9696,1,G,9.3114,-2.1583,-8.4770,-3.1894,8.7475,-0.3570,-1.8201,-1,30.9637
165617,161217527,G,16.3087,-3.1519,-3.3332,15.6498,4.5874,1.9411,-2.3282,-1,G,9.0953,3.7666,2.4204,7.9162,4.4773,1.3348,0.5711,1,9.4228
167807,1144498232,G,12.8536,-4.6889,-0.4726,-11.9581,4.7127,-1.6610,-3.0411,1,T,7.7988,-1.7187,-1.2602,-7.5012,2.1311,-1.9711,-2.5089,-1,1.9492
172952,1034187147,G,21.6217,-5.2044,-9.2139,-18.8548,10.5821,-1.3416,-2.0850,1,G,16.9488,4.8360,9.7885,12.9634,10.9180,1.0078,1.1119,-1,38.1118
166033,486579882,G,48.7657,44.8592,-13.1611,13.8750,46.7500,0.2926,-0.2854,1,G,48.8212,-42.1582,13.2369,20.7598,44.1874,0.4540,2.8374,-1,91.1938
165617,90460145,G,19.4806,6.9198,3.5599,17.8585,7.7818,1.5682,0.4751,-1,G,7.6341,3.7053,1.5904,6.4816,4.0322,1.2529,0.4054,1,1.8312
160957,77942974,G,8.9828,-3.7055,-1.2121,-8.0919,3.8987,-1.4769,-2.8255,1,G,6.2235,-5.0180,-0.5167,-3.6434,5.0445,-0.6708,-3.0390,-1,3.7983
167807,1102761919,G,8.3423,8.0955,-1.6587,1.1377,8.2637,0.1372,-0.2021,-1,G,11.3901,-4.0516,10.6382,-0.3711,11.3836,-0.0326,1.9347,1,17.0820
166784,29644438,G,9.3276,-1.9296,-2.0279,-8.8971,2.7992,-1.8734,-2.3314,-1,G,11.6547,0.2816,7.4002,-8.9988,7.4056,-1.0256,1.5328,1,9.4031
163233,6050880,G,41.0189,-7.8250,-4.1961,-40.0463,8.8791,-2.2116,-2.6494,1,T,64.0514,-13.9368,-4.7991,-62.3322,14.7400,-2.1488,-2.8100,-1,1.9827
166033,525194868,G,7.4378,-3.1770,3.7675,-5.5698,4.9282,-0.9705,2.2714,-1,G,6.3004,3.5819,-3.4014,3.9095,4.9397,0.7260,-0.7596,1,13.6267
166895,436581847,G,8.8341,-2.7796,-4.6006,-7.0099,5.3751,-1.0810,-2.1143,1,G,6.6655,2.9804,3.4479,-4.8628,4.5575,-0.9280,0.8580,-1,9.8948
173430,215692998,G,7.8207,-3.7402,-6.8225,-0.7844,7.7805,-0.1006,-2.0723,1,G,10.2094,4.0466,5.9734,7.2224,7.2150,0.8821,0.9754,-1,16.8172
166895,463179025,G,6.3123,-3.6462,-3.0954,-4.1180,4.7829,-0.7796,-2.4377,1,G,6.8751,5.7281,2.7966,2.5737,6.3744,0.3935,0.4542,-1,12.9267
166784,79671694,G,14.7300,8.3941,3.9368,11.4455,9.2714,1.0379,0.4385,1,G,5.0362,-4.3910,-1.6189,1.8577,4.6799,0.3872,-2.7884,-1,13.8682
163233,8244710,G,15.2383,-2.3763,-3.9477,14.5246,4.6077,1.8655,-2.1126,-1,G,8.5129,2.8792,5.4565,5.8647,6.1695,0.8460,1.0853,1,12.0775
163589,12298176,G,13.7185,-1.7515,-5.2863,-12.5369,5.5690,-1.5507,-1.8907,-1,G,7.2037,0.6719,7.0073,1.5256,7.0395,0.2151,1.4752,1,17.6738
166895,142585005,G,11.2643,3.6825,1.8864,-10.4764,4.1375,-1.6591,0.4734,-1,G,10.3813,-5.5075,-1.2063,8.7163,5.6380,1.2200,-2.9260,1,21.4859
167807,1170235789,G,12.2906,-11.7805,-3.5008,0.1123,12.2897,0.0091,-2.8527,-1,G,7.5165,-7.0257,-2.6607,-0.2161,7.5127,-0.0288,-2.7796,1,0.8209
172952,1142253527,G,7.1600,3.3260,5.0725,-3.8027,6.0658,-0.5918,0.9904,1,G,8.8286,-3.9346,-5.0069,6.1142,6.3678,0.8529,-2.2368,-1,15.8087
160957,130868299,G,9.4425,-5.4536,-6.0871,4.7281,8.1728,0.5503,-2.3014,1,G,8.1335,-4.0296,-6.8130,1.8674,7.9155,0.2338,-2.1049,-1,3.0115
166895,169802062,G,38.1137,15.8748,-1.4477,-34.6199,15.9406,-1.5179,-0.0909,-1,G,11.7748,5.1814,-0.1226,-10.5723,5.1829,-1.4613,-0.0237,1,0.8371
173692,524588330,G,24.7257,-11.7845,-0.0885,-21.7362,11.7849,-1.3718,-3.1341,-1,G,30.9996,-14.6634,0.9193,-27.2966,14.6922,-1.3782,3.0790,1,0.9504
167807,1092029956,G,19.6700,5.7294,9.7083,-16.1189,11.2729,-1.1552,1.0376,-1,G,15.2930,15.0455,-0.8680,2.5969,15.0705,0.1715,-0.0576,1,23.0177
167807,1055151972,G,14.9439,-12.6186,-5.5072,-5.8096,13.7680,-0.4104,-2.7301,1,G,10.8021,-8.6498,-2.2306,-6.0728,8.9328,-0.6361,-2.8892,-1,3.0735
163233,8148957,G,8.3298,6.9364,1.4504,-4.3769,7.0864,-0.5839,0.2061,1,G,9.1126,6.1800,0.9592,-6.6269,6.2541,-0.9229,0.1540,-1,2.3039
166895,139717070,G,5.3826,-1.7608,2.2241,4.5733,2.8367,1.2554,2.2404,-1,G,13.3829,12.8221,-2.7465,2.6726,13.1129,0.2024,-0.2110,1,13.3049
163340,5872070,G,33.0589,-6.0663,4.7700,32.1454,7.7171,2.1341,2.4753,1,G,6.8130,4.1633,-4.1612,3.4289,5.8863,0.5538,-0.7851,-1,17.8953
160957,128218367,G,5.7775,-3.5722,3.3305,-3.0847,4.8839,-0.5957,2.3912,1,G,4.5334,2.8101,-3.4188,-0.9775,4.4255,-0.2191,-0.8828,-1,9.4459
166033,454854424,G,26.6053,10.4561,-5.7655,23.7752,11.9403,1.4397,-0.5039,1,G,40.2303,17.1975,-5.2041,35.9948,17.9677,1.4451,-0.2938,-1,3.0799
160957,93836679,G,7.9408,7.4386,-0.5733,-2.7172,7.4607,-0.3566,-0.0769,1,G,8.5910,7.2670,1.5643,-4.3056,7.4335,-0.5509,0.2120,-1,2.5968
166701,691078640,G,16.2558,-4.1858,7.8107,-13.6276,8.8616,-1.2156,2.0628,-1,G,16.1100,-6.9267,7.8553,-12.2408,10.4730,-0.9958,2.2935,1,3.0758
160957,144926230,G,9.6394,-0.9918,5.9398,-7.5260,6.0678,-1.0474,1.7360,1,G,10.0508,6.2650,-2.3938,-7.4851,6.7067,-0.9611,-0.3650,-1,11.0448
173430,197424951,G,16.9325,4.9528,-16.1327,-1.3806,16.8758,-0.0817,-1.2729,-1,G,9.5997,-4.7622,7.8151,-2.8963,9.1518,-0.3114,2.1181,1,24.8284
160957,91473744,G,11.0579,2.8125,-2.3043,10.4425,3.6359,1.7772,-0.6864,-1,G,5.6974,-4.4237,-1.8439,-3.0789,4.7926,-0.6049,-2.7467,1,14.3775
165548,585910765,G,41.0500,1.7718,7.6550,-40.2909,7.8574,-2.3372,1.3434,1,G,24.2413,-7.3353,10.7849,-20.4330,13.0430,-1.2311,2.1681,-1,14.3032
167807,1053749083,G,56.7227,-10.7549,5.3974,55.4315,12.0332,2.2322,2.6765,1,G,43.6126,-8.1632,2.3703,42.7760,8.5004,2.3188,2.8590,-1,2.0520
173692,587877281,G,8.1497,7.8264,-0.4581,2.2236,7.8398,0.2800,-0.0585,-1,G,7.9516,-7.8433,0.9992,-0.8372,7.9067,-0.1057,3.0149,1,16.0323
165548,775637551,G,9.4445,2.1374,-4.3116,8.1258,4.8123,1.2950,-1.1106,1,T,5.4696,-1.1141,-2.7321,4.6044,2.9505,1.2279,-1.9580,-1,3.1165
166895,78216180,G,19.7407,12.0805,1.5108,-15.5390,12.1746,-1.0639,0.1244,-1,G,12.2199,-5.7459,-10.7820,0.2176,12.2175,0.0178,-2.0604,1,25.7031
160957,22432168,G,19.6963,-1.3211,-8.4369,-17.7485,8.5397,-1.4781,-1.7261,-1,G,19.3234,5.8728,7.8505,16.6513,9.8041,1.3000,0.9285,1,38.7334
166033,479498791,G,9.8751,0.0820,8.6654,-4.7339,8.6658,-0.5222,1.5613,1,G,11.0143,-0.7306,-7.7043,7.8366,7.7389,0.8903,-1.6654,-1,20.6251
165617,109883144,G,48.3107,-42.9009,-21.8397,-4.0567,48.1400,-0.0842,-2.6707,1,G,46.5572,45.2490,-3.2727,10.4583,45.3672,0.2285,-0.0722,-1,91.2293
167807,1109213952,G,8.2981,-4.5250,0.5037,6.9367,4.5529,1.2078,3.0307,-1,G,4.9196,4.5578,-1.0925,1.4914,4.6869,0.3131,-0.2353,1,10.1650
166033,457266315,G,11.8824,-3.5541,-11.3119,0.7679,11.8571,0.0647,-1.8752,1,G,17.5894,0.4737,12.9090,11.9377,12.9177,0.8267,1.5341,-1,26.3649
163589,15926749,G,11.8839,7.2653,1.7275,9.2438,7.2299,1.0405,0.2338,1,G,15.5830,9.7043,0.8204,12.1643,9.7390,1.0470,0.0843,-1,1.2896
167807,1097941125,G,9.8755,3.0552,-7.9806,-4.9489,8.5454,-0.5508,-1.2052,1,G,23.7796,11.2119,-18.8546,-9.1789,21.9364,-0.4071,-1.0343,-1,3.0649
163589,35883013,G,9.6344,-8.2265,3.5998,3.4894,8.9797,0.3794,2.7291,-1,G,15.7180,-14.7066,4.2785,3.5290,15.3163,0.2284,2.8585,1,2.3427
166033,514806756,G,51.2527,-30.4202,-34.8612,-22.0485,46.2676,-0.4601,-2.2883,1,G,45.7195,41.1158,19.9881,0.4757,45.7169,0.0104,0.4525,-1,92.7502
160957,112830443,G,18.5830,-0.9089,7.7774,16.8523,7.8304,1.5097,1.6871,-1,G,7.2024,2.7300,-6.3759,1.9387,6.9357,0.2760,-1.1662,1,17.5072
166033,485831063,G,12.4829,3.9852,-4.2386,-11.0437,5.8178,-1.3972,-0.8162,-1,G,7.4845,-5.4458,4.1715,2.9913,6.8599,0.4233,2.4879,1,18.2131
160957,145814037,G,11.9314,-3.9739,-5.8993,9.5788,7.1129,1.1066,-2.1636,-1,G,6.0529,3.7389,4.7499,-0.2913,6.0450,-0.0482,0.9039,1,15.3558
163340,57428781,G,23.9467,-2.7054,-3.7471,23.4963,4.6217,2.3288,-2.1961,-1,G,5.1694,2.2246,4.3786,1.6095,4.9113,0.3221,1.1007,1,14.7248
166895,338137749,G,60.3379,9.3489,-8.3696,-59.0187,12.5480,-2.2526,-0.7302,1,G,25.2340,2.6927,-5.5479,-24.4686,6.1668,-2.0869,-1.1189,-1,3.7055
160957,140610695,G,7.0176,-4.6048,-4.9280,1.9356,6.7446,0.2832,-2.3223,1,G,5.4958,3.5516,3.7536,1.8681,5.1675,0.3541,0.8130,-1,11.8165
173692,559341957,G,11.4160,-0.7231,6.2052,-9.5543,6.2472,-1.2109,1.6868,-1,G,20.6485,11.1675,6.3156,-16.1787,12.8297,-1.0545,0.5147,1,10.0043
165617,86752681,G,205.1480,29.3978,29.8144,200.8300,41.8704,2.2717,0.7924,-1,G,72.1061,-20.9475,-36.9201,58.2871,42.4487,1.1223,-2.0869,1,98.0124
167807,1161153071,G,32.0822,9.1169,12.3823,28.1570,15.3766,1.3655,0.9361,1,G,14.7598,-9.3178,-8.7709,-7.3546,12.7965,-0.5470,-2.3864,-1,41.8133
163589,21565409,G,8.3138,-5.0895,4.7864,-4.5050,6.9866,-0.6069,2.3869,-1,G,14.3841,-9.3288,8.4393,-6.9745,12.5797,-0.5294,2.4062,1,0.7805
166701,689812161,G,7.0654,-0.2994,6.0220,3.6817,6.0294,0.5779,1.6205,-1,G,5.5744,0.3073,-5.4577,-1.0872,5.4664,-0.1976,-1.5146,1,12.3578
160957,87765003,G,25.3048,5.2814,-2.6676,24.6031,5.9169,2.1324,-0.4677,1,G,17.7562,-7.0528,4.9375,15.5290,8.6094,1.3522,2.5308,-1,15.3419
166895,127262260,G,13.7047,-6.3857,0.2254,12.1235,6.3897,1.3968,3.1063,-1,G,5.6799,4.7006,-0.9505,3.0417,4.7957,0.5980,-0.1995,1,11.9339
160957,63895304,G,5.4371,2.9547,-2.2101,-3.9920,3.6898,-0.9381,-0.6422,-1,G,16.8537,9.1692,-7.4563,-12.0153,11.8182,-0.8931,-0.6827,1,0.4695
167807,1100522114,G,18.4384,5.3832,-17.6329,0.2550,18.4364,0.0138,-1.2745,1,G,104.2970,-27.2636,62.8436,-78.6458,68.5028,-0.9823,1.9801,-1,79.9753
173692,557945271,G,15.9849,-7.6549,0.0168,14.0324,7.6550,1.3664,3.1394,1,G,10.1034,7.0625,-1.6946,-7.0226,7.2630,-0.8578,-0.2355,-1,25.0659
165548,594330437,G,14.3512,4.6024,2.6418,-13.3335,5.3067,-1.6519,0.5211,1,G,6.2086,-4.6338,-2.8750,-2.9660,5.4533,-0.5201,-2.5863,-1,12.5288
163589,52953876,G,25.0361,-9.4891,-4.9300,-22.6373,10.6934,-1.4948,-2.6624,-1,G,8.4424,6.3560,0.3890,-5.5419,6.3679,-0.7866,0.0611,1,17.2135
166895,103709671,G,13.2412,1.7382,5.2677,12.0228,5.5471,1.5161,1.2521,1,G,6.0929,-2.5776,-4.3591,3.3861,5.0642,0.6268,-2.1048,-1,11.6120
167807,1079565785,G,13.0030,10.1172,-6.7227,-4.6383,12.1471,-0.3731,-0.5865,1,G,10.4959,7.7592,-5.5831,-4.3332,9.5591,-0.4391,-0.6237,-1,0.8433
172952,1026214422,G,82.2300,46.7811,3.9779,-67.5090,46.9499,-1.1598,0.0848,1,G,46.4906,-40.8854,0.7108,-22.1188,40.8916,-0.5175,3.1242,-1,92.0821
